#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T15:26:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T15:26:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out.max=unlimited&-out=RAJ2000,DEJ2000,Ktmag,cz,GLON,GLAT	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
RAJ2000	DEJ2000	Ktmag	cz	GLON	GLAT
084.90458	+77.31248	 9.586	 4121	136.01402	 22.61857
119.18828	+39.92783	 9.502	 3729	180.20717	 28.98256
151.00880	-06.47479	 9.514	 5103	246.37561	 37.39393
186.35623	+16.47000	 9.484	 1711	272.12347	 77.75666
220.52867	-09.00944	 9.464	 1819	343.36697	 44.99799
102.54420	-11.25361	 9.505	 2727	222.83493	 -5.38161
200.19521	-14.08066	 9.472	 6456	313.63589	 48.18026
010.88490	+14.34260	 9.379	 4444	120.04501	-48.48479
160.50960	-33.24545	 9.513	 2928	274.01453	 22.26055
179.64920	+16.17730	 9.490	 3763	252.03465	 73.57108
204.00940	-25.88232	 9.461	 4555	315.33646	 35.91282
308.87927	-02.76479	 9.533	 5892	 42.84512	-24.32801
090.28321	-23.67235	 9.326	 1865	229.52762	-21.13453
114.52294	-55.19078	 9.520	 2822	267.41748	-15.76429
293.06888	-55.90793	 9.439	 3411	341.50400	-27.77739
048.69879	+42.22263	 9.439	 4867	149.37511	-13.17083
191.81454	-10.06344	 9.591	 2335	301.23022	 52.79445
307.07779	+10.75578	 9.488	 4228	 54.26154	-15.87699
168.66281	-33.90675	 9.494	 2846	280.92523	 24.79550
178.17760	+20.63130	 9.404	 6659	235.63113	 75.10118
194.21356	-43.12667	 9.455	 3837	303.98178	 19.73404
260.97162	-59.99938	 9.592	 3179	331.39755	-13.23804
303.39957	+07.28173	 9.477	 5737	 49.22505	-14.59279
141.60219	-11.55572	 9.471	 5453	243.86108	 27.02269
162.31967	-19.63693	 9.509	 4160	267.35208	 34.66015
175.31702	+59.88583	 9.478	 3443	138.26015	 55.10507
176.81836	-37.54952	 9.504	 3122	289.10071	 23.59285
248.96205	-61.46674	 9.493	 4780	326.62839	 -9.41049
030.06923	-83.98769	 9.443	 3558	300.81775	-32.85540
038.84450	+12.83771	 9.490	 6008	158.49992	-42.74247
077.63174	+63.16546	 9.426	 4530	147.77872	 13.62983
111.14905	+57.96756	 9.457	 3518	159.03743	 27.04044
145.59200	-41.81581	 9.534	 4843	269.33307	  8.39976
184.14035	+33.52203	 9.507	 6450	170.44469	 80.13213
237.21458	-67.32348	 9.503	 4920	318.82053	-10.10189
028.07547	+48.08778	 9.405	 6781	133.32156	-13.55224
192.08499	-26.46454	 9.507	 3219	302.07047	 36.40200
053.58110	+39.54567	 9.473	 6088	154.05640	-13.28554
060.93328	+22.15909	 9.487	 6261	171.05013	-22.25658
119.20275	+07.47797	 9.469	 4610	213.61794	 17.91765
103.23770	-71.76176	 9.465	 4352	282.63577	-25.54613
148.61639	-18.63888	 9.414	 3762	254.86984	 27.28402
149.19955	-07.17965	 9.509	 5953	245.56012	 35.57895
020.47458	+09.20654	 9.543	 2507	135.46304	-52.92243
178.74469	+58.49348	 9.288	 3186	136.50969	 57.12177
185.42279	+05.38483	 9.523	 2269	283.56702	 67.13139
137.25398	+53.84951	 9.507	 3979	163.59378	 41.66447
192.50966	-25.92068	 9.477	 3311	302.53821	 36.94997
203.60515	+34.69042	 9.473	 7205	 74.96030	 78.08942
235.65381	-38.70089	 9.600	 4392	335.89435	 12.97728
246.29305	+40.89281	 9.488	 8820	 64.78835	 44.37228
340.22708	+75.16470	 9.435	 1555	114.73618	 14.41143
002.58326	-46.41942	 9.547	 6004	323.06769	-69.06879
157.25447	-44.40288	 9.500	 2725	277.82333	 11.41528
207.65009	+33.70485	 9.480	 4298	 63.83096	 75.67030
030.20249	-09.00254	 9.462	 4718	168.30315	-65.56252
049.70755	-01.97333	 9.465	 2836	183.79976	-46.67492
103.05146	+74.42698	 9.512	 5640	140.32750	 26.10688
123.24147	+36.25454	 9.407	 2469	185.14944	 31.30617
188.58052	+06.46770	 9.475	 2012	291.02396	 68.94272
193.44043	-06.62217	 9.209	 1582	303.97046	 56.24483
256.91855	+60.75084	 9.470	 3057	 90.02724	 36.02050
341.40182	-65.12183	 9.501	 3337	321.76294	-47.14277
027.96053	+06.29688	 9.497	 4980	148.75154	-53.51938
037.15549	-10.53917	 9.352	 4478	181.64682	-61.74896
094.76556	-08.63690	 9.479	 6190	217.03293	-11.09062
148.63722	-06.85757	 9.489	 5973	244.81348	 35.36567
200.07301	-43.86466	 9.449	 4311	308.41641	 18.69961
138.10159	+35.02748	 9.506	 2049	189.10396	 43.02031
244.50717	-63.20216	 9.472	 3576	323.91278	 -9.09318
075.90427	+01.57334	 9.485	 4753	198.39471	-23.00139
144.53287	+09.52388	 9.562	 3326	224.57146	 41.22585
158.53096	-35.32339	 9.521	 2741	273.68848	 19.63432
160.07092	-27.77709	 9.386	 4022	270.49503	 26.70975
287.06821	+50.93314	 9.329	 2416	 81.49847	 18.23224
064.35535	+02.37109	 9.503	 3664	190.64563	-32.32634
101.16959	-71.45738	 9.558	 4157	282.19330	-26.14590
352.52777	-59.46471	 9.480	 3108	320.74731	-54.76070
037.13964	+20.28368	 9.494	 4118	151.84189	-37.07646
150.82765	-64.96745	 9.431	 2178	286.32153	 -7.66818
300.64899	-23.29545	 9.503	 5872	 18.56502	-25.47206
039.54816	-01.31869	 9.334	 2562	172.18846	-53.65390
112.57689	-31.59902	 9.464	 2084	245.28860	 -6.37148
134.29773	-20.57710	 9.525	 2774	246.76816	 15.92151
279.36032	+40.05774	 9.488	 2495	 68.75488	 19.57442
052.02483	-08.38862	 9.194	 1242	193.54100	-48.51858
142.72467	-35.68843	 9.120	 2398	263.44431	 11.38052
151.07169	-75.47878	 8.962	 1849	292.92383	-15.96374
176.27315	+08.46947	 9.611	 4477	259.77921	 65.61784
218.10745	+08.07849	 9.472	 2228	359.07990	 59.43569
142.77890	-30.35827	 9.498	 2597	259.63287	 15.20939
163.27483	-40.32905	 9.498	 4838	279.73495	 17.15257
340.14944	+72.86389	 9.543	 4170	113.54867	 12.42145
154.88756	+58.20576	 9.469	 2099	152.68753	 49.21877
171.37685	+63.44623	 9.476	 3445	138.03967	 51.08733
215.23312	+03.23800	 9.527	 1582	348.64316	 57.93351
269.66479	-58.37162	 9.499	 4353	335.08044	-16.36297
014.85152	-34.32892	 9.480	 3477	290.05563	-82.59908
077.78782	-34.39346	 9.557	 4726	237.60075	-34.66485
311.01324	+03.20944	 9.545	 4067	 49.66397	-23.18756
048.53769	-02.82295	 9.230	 1728	183.69034	-48.11802
056.32178	-23.00247	 9.615	 1558	216.82883	-50.60596
329.48032	-28.80409	 9.476	 6919	 19.98167	-51.86237
023.90201	-39.35783	 9.481	 5953	268.78561	-74.70186
109.87882	+59.35511	 9.487	 3257	157.38808	 26.59885
145.78604	-10.38325	 9.497	 2777	245.82800	 30.93243
233.98752	+43.49318	 9.526	 5660	 70.22263	 53.14626
237.80354	+47.25489	 9.587	 5958	 75.11696	 49.67846
018.46357	-31.78835	 9.476	 5636	257.96350	-83.25493
144.49837	-30.14872	 9.503	 4389	260.58212	 16.39922
159.43875	-26.63073	 9.528	 3580	269.26370	 27.36349
232.73450	+82.45585	 9.489	 6548	117.18484	 32.80029
013.17105	-83.85526	 9.524	 4766	302.89206	-33.27285
014.06639	-52.78268	 9.480	 8006	301.24673	-64.32974
014.17781	-09.91407	 9.322	 5648	127.31275	-72.74091
310.87140	-53.35674	 9.523	 3240	344.87903	-37.97615
016.70964	+75.60033	 9.484	 4781	123.91295	 12.75807
150.68001	-42.08975	 9.621	 3153	272.47314	 10.59030
164.55244	-50.44335	 9.476	 5898	285.15424	  8.47880
050.51200	+40.86390	 9.520	 6421	151.30681	-13.56522
141.73596	-24.78302	 9.521	 2308	254.77477	 18.42174
194.78708	+37.31033	 9.508	 4665	114.33603	 79.68903
201.52350	-48.23592	 9.622	 2997	308.87350	 14.23563
207.41167	+04.23829	 9.450	 7028	336.72675	 63.22467
061.85060	+30.28924	 9.499	 5562	165.58701	-15.91939
104.39635	-45.81197	 9.467	11671	255.79761	-18.07901
173.55809	-09.84567	 9.542	 1689	273.45673	 48.55764
175.54620	+10.27775	 9.560	 6267	255.56221	 66.54705
185.84949	+07.47315	 9.478	 4280	282.96054	 69.25039
231.51204	+18.07367	 9.512	 4460	 26.93070	 53.34119
241.89655	-59.85992	 9.499	 5073	325.33548	 -5.81834
308.33014	-25.47445	 9.406	 6044	 18.76319	-32.79593
014.59924	-08.40775	 9.503	 4328	128.28122	-71.20715
020.48261	+50.04747	 9.445	 6262	127.93810	-12.52753
030.93678	+38.25871	 9.495	 5764	138.21855	-22.45703
112.22262	+33.81905	 9.569	 4134	185.04921	 21.96766
137.19089	-38.60788	 9.566	 4858	262.45999	  6.18281
315.93665	-49.02975	 9.466	 7351	350.12863	-41.51109
196.20827	-30.24429	 9.551	 3195	306.36362	 32.53817
350.79898	+43.95892	 9.532	 5349	106.58874	-16.09458
005.62501	+29.74535	 9.511	 4766	115.46580	-32.70644
070.71504	+18.55457	 9.531	 4821	180.33943	-17.68665
179.39828	+55.45878	 9.543	  696	138.25667	 60.03867
265.91080	+25.49391	 9.549	 3230	 49.87752	 25.49596
048.20234	-05.22469	 9.512	 2185	186.26138	-49.86022
193.33467	-41.63564	 9.511	 4862	303.31293	 21.23470
279.04068	-25.09445	 9.504	 6547	  8.79187	 -8.03090
136.64883	-75.82570	 9.549	 4645	290.52377	-18.71731
207.50618	-30.57846	 9.491	 3747	317.58511	 30.62079
341.14352	+03.64640	 9.569	 7235	 73.15400	-46.59774
030.62220	+18.37299	 9.498	 8225	145.61699	-41.34780
038.60741	+32.95444	 9.407	 4500	146.67352	-25.12548
095.36033	-28.11142	 9.517	 6705	235.69070	-18.50002
229.76498	-23.82076	 9.501	 2538	341.33572	 27.83156
330.96701	+35.99061	 9.498	 5638	 88.82069	-15.55007
334.69382	-36.80159	 9.536	 4937	  6.48872	-56.45386
033.15404	-31.94460	 9.501	 3441	233.07935	-71.72951
107.92250	+49.86194	 9.632	 6171	167.38232	 23.53230
178.93797	+55.32064	 9.632	  855	138.84814	 60.05361
337.74963	-14.00354	 9.540	 4939	 47.64810	-54.76148
019.97945	+16.54469	 9.531	 2134	132.74165	-45.78382
075.52087	-69.56828	 9.266	 1300	280.75876	-34.74879
187.33881	+08.15659	 9.572	 1243	286.50488	 70.32076
187.71414	+08.36012	 9.399	  980	287.43066	 70.60984
175.05804	+24.69703	 9.539	 3567	217.58099	 73.81903
214.99689	-04.45125	 9.539	 6930	340.40033	 51.86006
056.64973	-04.45320	 9.567	 3741	192.35085	-42.52623
112.07298	-62.35292	 9.536	 3196	273.81177	-19.74273
163.66704	-21.06655	 9.445	 3736	269.57410	 34.13290
019.06179	+31.03383	 9.557	 4962	129.16754	-31.53725
074.60068	-62.02840	 9.540	 8846	271.82831	-36.89511
176.55078	+20.39163	 9.396	 6932	233.75540	 73.64370
039.82039	+40.87229	 9.325	  626	144.00516	-17.54494
039.90226	+10.79334	 9.583	 3635	161.22691	-43.88939
228.84715	+55.51716	 9.509	 3390	 90.55674	 51.58902
232.43750	+42.91868	 9.466	 5493	 69.70199	 54.37578
294.38754	-06.21799	 9.564	 3090	 32.59044	-13.07357
184.88589	+56.73660	 9.503	 4756	131.64456	 59.84901
021.01626	+12.91738	 9.131	 2472	135.14528	-49.17904
021.38994	+33.67136	 9.559	 4807	131.01974	-28.66385
220.74113	+04.89012	 9.532	 1636	357.97641	 55.35410
316.12140	+16.08277	 9.516	 9359	 64.14594	-20.04170
055.63604	-04.29864	 9.540	 4428	191.41164	-43.28268
186.09038	+09.29276	 9.505	 7019	281.93951	 71.05257
195.76199	-30.79299	 9.518	 2987	305.87238	 32.01245
209.41335	-34.21901	 9.507	 4230	318.21967	 26.67937
176.02032	+60.11973	 9.547	 2441	137.52676	 55.05893
191.42599	-26.24374	 9.585	 5258	301.33011	 36.61015
222.91199	+40.59919	 9.515	 4870	 69.24934	 61.84156
012.00629	+08.29709	 9.490	 5274	121.47559	-54.56495
066.67387	+20.40783	 9.584	 1387	176.28966	-19.47943
083.30374	-36.39882	 9.643	 1321	241.04845	-30.68802
165.94199	-23.24550	 9.132	 1199	273.08179	 33.31092
348.62265	+23.68484	 9.535	 6048	 95.94680	-34.05660
001.12828	+05.20028	 9.600	 3053	101.85163	-55.73898
049.68716	+41.46772	 9.542	 5059	150.43124	-13.40639
196.73553	-23.91704	 9.547	 2953	307.48077	 38.81770
246.53967	-61.66198	 9.571	 4957	325.69354	 -8.69206
104.07301	+45.49280	 9.499	 5906	171.07245	 19.77973
212.51837	+17.73379	 9.074	 5443	  9.64447	 69.58285
222.84657	-37.98581	 9.505	 7308	327.56656	 19.08166
281.73264	-57.69497	 9.539	 6113	338.14716	-22.08919
125.09860	+21.13148	 9.526	 5062	202.44098	 28.59225
334.76526	-20.93991	 9.525	 5017	 34.63036	-54.79774
017.09773	+33.13361	 9.535	 4692	127.01358	-29.60365
087.38144	+17.68551	 9.528	 4548	190.11400	 -5.03473
087.81210	-53.57481	 9.584	 4636	261.33069	-30.27125
151.66624	-19.22158	 9.073	 3449	257.70602	 28.83276
227.38152	+54.50641	 9.515	 3253	 89.92127	 52.84449
345.69373	-40.83526	 9.648	 1064	354.40738	-63.79776
028.37354	+36.22129	 9.584	 4418	136.70407	-24.98523
049.00312	-02.42737	 9.444	 2154	183.66803	-47.50775
284.94659	+18.83039	 9.649	 4689	 50.69329	  6.69025
287.18237	-51.04607	 9.596	 5084	346.00781	-23.37649
311.85123	+00.30083	 9.513	 3791	 47.39938	-25.40161
313.03940	-48.77778	 9.572	 5243	350.63159	-39.62854
325.86258	+43.55515	 9.577	 4031	 90.64008	 -7.22146
195.87387	-29.82876	 9.650	 2912	306.04898	 32.96998
231.48979	-37.15541	 9.566	 4353	334.13614	 16.18326
134.71027	+06.29312	 9.487	 3832	222.45393	 31.11835
304.07504	-44.29992	 9.584	 5378	355.89243	-33.29609
333.12350	-47.22195	 9.572	 1553	349.21759	-53.08273
032.46165	-07.76243	 9.533	 3831	170.35576	-63.16543
047.71946	-10.74799	 9.535	 4960	193.18144	-53.37004
183.12947	+29.16856	 9.588	 4012	197.28705	 81.18456
033.63986	-00.76672	 9.527	 7885	163.49951	-56.94200
066.99999	-47.91273	 9.467	 4947	254.48201	-43.45942
160.08588	-36.41111	 9.653	 2748	275.43088	 19.36400
156.93930	+22.84715	 9.527	 1523	212.37476	 57.27167
216.86826	+46.14654	 9.587	 2321	 84.33842	 63.13447
279.24258	-59.40230	 9.621	 6002	335.98318	-21.34081
048.82462	+42.69630	 9.527	 5252	149.19528	-12.72109
208.02455	-06.05830	 9.365	 3042	329.00772	 53.71399
241.23622	+23.93283	 9.466	 9578	 39.95714	 46.49448
001.27599	+06.92011	 9.507	 6128	103.03261	-54.15169
141.10632	-41.39413	 9.569	 4865	266.57098	  6.41892
184.88371	+49.81568	 9.563	 4107	135.90788	 66.50124
208.55930	-01.43645	 9.499	 7253	333.32809	 57.68103
045.67198	+64.34848	 9.527	 6047	136.55190	  5.00508
058.30561	+60.33939	 9.545	 5403	143.66310	  5.00537
086.39365	+14.89981	 9.522	 5537	192.03989	 -7.26921
149.07999	+16.83122	 9.595	 3684	217.88760	 48.33835
172.04845	-13.19437	 9.540	 4951	273.70026	 44.90068
184.92632	+05.53820	 9.449	 1536	282.23560	 67.12605
322.88742	-38.61790	 9.545	 5447	  4.32255	-47.03957
120.44131	+56.55337	 9.551	 8726	161.17337	 31.91404
192.63797	-09.45112	 9.532	 4473	302.56522	 53.41994
195.35889	+27.88598	 9.307	 5471	 52.37468	 87.65736
272.73953	+31.11620	 9.538	 6992	 57.83832	 21.68620
048.83791	+41.35542	 9.574	 6014	149.94391	-13.84681
073.53001	+72.32381	 9.527	 4553	139.05432	 17.58313
159.79681	-46.14105	 9.563	 6056	280.29614	 10.83730
191.60847	-40.75253	 9.543	 4547	301.90903	 22.10928
198.09537	-04.33648	 9.481	 3152	312.85611	 58.13108
334.42184	-23.73104	 9.577	 2454	 29.79340	-55.25302
029.57570	-54.21582	 9.573	 6376	283.11081	-60.26397
069.74287	+39.28075	 9.489	 6631	163.53560	 -5.03023
145.54784	+04.67313	 9.661	 2044	230.76112	 39.68487
203.92236	-24.07380	 9.590	 2574	315.72391	 37.69628
241.94803	-38.88159	 9.520	 8134	339.56705	  9.64175
269.67780	-53.79984	 9.515	 3647	339.34515	-14.36473
074.04076	+02.15688	 9.564	 4572	196.80574	-24.30185
148.82521	+04.27004	 9.476	 1801	233.53929	 42.22231
195.84879	-32.23719	 9.569	 4869	305.86838	 30.56635
036.53204	+31.91233	 9.540	 5388	145.37935	-26.79888
124.81141	-25.18798	 9.523	 1671	245.35046	  6.14280
153.17175	+03.12932	 9.536	 1318	238.25937	 45.13321
195.08403	-06.10384	 9.463	 3797	306.96283	 56.69819
098.19653	+63.67367	 9.567	 3828	151.43109	 22.12361
238.55807	+14.60124	 9.527	 1854	 26.02999	 45.76395
107.32535	+20.63597	 9.515	 5276	196.20279	 13.03557
163.66350	+54.30523	 9.466	 1350	153.05458	 55.44984
245.76292	+37.92236	 9.540	 9303	 60.60950	 44.72477
251.47766	-23.45170	 9.563	 6100	356.78833	 14.10496
040.80185	+41.50060	 9.588	 4813	144.42094	-16.66042
225.42439	-19.29003	 9.596	 4114	340.65692	 33.87082
070.89324	+38.20957	 9.521	 6169	164.93800	 -5.05910
191.73805	-41.58254	 9.551	 3068	302.03171	 21.28137
296.78149	+59.90708	 9.567	 3287	 92.39635	 16.68797
270.44327	+19.72895	 9.507	 5444	 45.68981	 19.51504
316.48016	-48.20711	 9.351	 5023	351.18427	-41.94135
144.55679	-63.48656	 9.608	 2162	283.24887	 -8.26473
266.71390	+20.76114	 9.554	 6358	 45.29726	 23.14459
358.04456	+11.47030	 9.557	 6370	100.56586	-48.81089
000.95359	+07.47864	 9.503	 5240	102.80730	-53.52194
014.94423	-40.33355	 9.550	 6996	296.01770	-76.68254
156.92694	-40.00257	 9.542	 2549	275.19644	 15.00468
207.61778	-52.66076	 9.439	 3660	311.93640	  9.17585
285.64691	-36.37178	 9.414	 5265	  0.55495	-17.77357
023.49057	-36.49324	 9.568	 9154	261.66479	-77.00528
031.36892	+13.25151	 9.533	 7769	149.24422	-45.80360
037.01505	+28.17533	 9.441	10292	147.55701	-30.03517
190.22023	-36.75586	 9.575	 3291	300.57806	 26.06763
322.93185	-76.48132	 9.608	 3984	315.58649	-35.25946
093.69782	+66.56749	 9.591	 4057	147.84006	 21.22486
107.44526	-27.56890	 9.529	 3021	239.62181	 -8.50868
163.01599	+10.14825	 9.665	 2704	238.32428	 57.16439
224.02704	-37.69646	 9.549	 2949	328.57858	 18.88935
273.14041	+21.42614	 9.510	 5843	 48.37400	 17.84457
072.89765	-02.62315	 9.581	 4766	200.75462	-27.70264
285.97668	-22.94102	 9.560	 6509	 13.51828	-12.84427
066.90295	+56.74500	 9.547	 4735	149.41211	  5.43696
099.05153	+82.96911	 9.562	 4264	130.77188	 26.44397
204.41425	-33.81136	 9.610	 3897	313.80508	 28.08266
224.34050	-19.21370	 9.530	 3424	339.69354	 34.51732
227.80571	+46.15120	 9.560	 5494	 76.90962	 56.53471
243.39873	-60.86517	 9.614	 5802	325.18890	 -7.05969
172.51961	-11.54621	 9.541	 5277	273.23126	 46.58029
183.82031	+13.02384	 9.382	  700	270.20404	 73.55350
277.09952	+22.73690	 9.609	 4071	 51.13588	 14.98814
332.65942	+42.02127	 9.532	 4409	 93.63258	-11.52275
040.91916	+01.37587	 8.964	 1208	170.91707	-50.73271
088.25033	-17.87607	 9.676	 3132	223.01300	-20.70810
182.22163	-09.03650	 9.597	 1144	285.54932	 52.39318
054.19788	-34.73961	 9.569	 1545	235.52185	-53.99377
119.80447	+32.91478	 9.589	 5192	188.07367	 27.74461
035.40196	-05.52138	 9.396	 2284	171.77423	-59.54738
113.75941	+32.82215	 9.595	 4681	186.51454	 22.86646
166.63377	+11.38536	 9.604	 1357	240.41019	 60.77113
186.06053	+08.53585	 9.679	 1138	282.58289	 70.32556
192.68573	-42.54778	 9.425	 3170	302.79541	 20.32378
221.89026	-19.76412	 9.605	 2571	336.96793	 35.31977
237.68233	-07.56041	 9.558	 7656	  0.86946	 34.45633
151.67293	-41.11819	 9.635	 2726	272.47919	 11.81303
113.33326	+59.62536	 9.522	 3529	157.34189	 28.37264
161.54320	+73.35307	 9.523	 6296	134.29243	 40.89599
193.36340	-17.00553	 9.562	 4011	303.62390	 45.86348
331.68295	-31.16245	 9.561	 4061	 16.43467	-54.01535
115.82693	+52.31850	 9.541	 5676	165.79733	 28.87854
203.05582	-08.78623	 9.592	 6721	319.73138	 52.75003
330.57693	-20.54774	 9.607	 1476	 33.25167	-50.95020
000.00695	+47.27456	 9.499	 5017	113.95532	-14.69903
050.99356	+37.75566	 9.567	 5540	153.44168	-15.91854
174.43550	-49.17705	 9.488	 5129	290.74054	 11.94233
178.35027	-28.55316	 9.574	 1699	287.78848	 32.60619
292.78360	+54.10217	 9.376	 3845	 85.95223	 16.22697
143.93344	+31.70543	 9.559	 6756	194.57234	 47.48731
167.11047	-10.25604	 9.549	 8184	265.70303	 45.04176
168.79863	+17.26269	 9.553	 6146	231.85861	 65.69496
272.12781	-52.06696	 9.602	 5462	341.62241	-14.93774
279.02985	-37.94585	 9.560	 4372	356.95007	-13.50409
349.56784	+06.58579	 9.565	 4956	 85.76572	-49.44352
032.32533	-23.41507	 9.576	 5441	205.32423	-72.03008
068.40767	-13.26196	 9.434	 9835	209.58698	-36.48801
161.68030	-40.01601	 9.571	 4876	278.45676	 16.85527
306.08438	+27.06384	 9.572	 4231	 67.55654	 -6.03074
039.66614	+41.64753	 9.533	 4584	143.55310	-16.89071
069.12321	+20.60449	 9.627	 5035	177.67618	-17.58901
105.63776	+50.59059	 9.635	 6296	166.20238	 22.31480
163.70262	+17.62119	 9.631	 1158	226.27141	 61.49619
230.40802	-13.16928	 9.627	 2262	349.85867	 35.67403
005.51344	+22.40809	 9.609	 5380	114.06083	-39.95689
080.64731	-79.85181	 9.576	 4862	292.01465	-30.53936
087.80624	+37.90074	 9.624	 6453	172.89799	  5.60787
203.97424	-34.29575	 9.619	 2272	313.29236	 27.67999
204.32800	-49.74886	 9.616	 3193	310.49191	 12.44833
341.88730	+40.23880	 9.566	 5350	 98.71345	-16.73562
194.21957	-41.81332	 9.596	 3667	304.01804	 21.04695
215.57845	+50.50139	 9.589	 2230	 92.56259	 60.92915
336.70193	+35.51872	 9.574	 6013	 92.47655	-18.66000
039.96083	+18.02427	 9.585	 8552	156.15712	-37.75583
064.80894	+03.34834	 9.592	 7425	190.00235	-31.39804
065.49020	+01.83897	 9.590	13200	191.91547	-31.68618
193.84074	-49.54974	 9.586	 2050	303.58612	 13.31703
201.00133	-12.27645	 9.641	 2848	315.31491	 49.81062
308.87021	+51.59096	 9.582	 3227	 88.73338	  6.59385
349.18018	+33.99582	 9.637	 5117	101.39811	-24.88446
137.26265	-67.93247	 9.641	 1653	284.34113	-13.51246
139.09421	-71.14912	 9.579	 4913	287.26663	-15.16206
160.13826	-46.19094	 9.562	 6600	280.53076	 10.91025
274.20532	-57.23150	 9.693	 5090	337.19955	-18.11431
028.87778	+47.95496	 9.559	 7128	133.89020	-13.54871
055.98701	+39.29515	 9.617	 5007	155.72366	-12.35067
077.22797	+75.42789	 9.574	 4458	136.91449	 20.14849
085.89792	-71.14211	 9.558	 5508	281.78400	-31.02606
162.11636	+12.53316	 9.444	 1308	233.71977	 57.74046
233.84680	+12.04754	 9.480	 1813	 19.69710	 48.78045
292.07086	-29.52901	 9.514	 7320	  9.33784	-20.40770
018.04021	+32.12316	 9.516	 5010	128.02615	-30.54343
119.87378	+27.02642	 9.584	 6649	194.39902	 26.05168
183.54002	+54.52663	 9.620	 2451	134.38965	 61.76473
199.08374	-28.28569	 9.599	 4443	309.56577	 34.26514
203.33200	-53.35470	 9.487	 1382	309.23804	  9.00338
299.44241	+52.87993	 9.560	 2802	 86.66003	 12.14009
211.58975	+50.72502	 9.453	 1911	 96.86682	 62.44277
326.54059	-48.35380	 9.545	 4877	349.44934	-48.52126
329.37143	+41.24889	 9.633	 4283	 91.16271	-10.65100
332.80008	+38.92728	 9.544	 5984	 91.85450	-14.08761
344.33139	-01.04901	 9.571	 3078	 71.75602	-52.19900
344.47891	-35.85804	 9.600	 1929	  5.94328	-64.38514
024.78753	+48.28266	 9.594	 5467	131.07507	-13.83315
170.88449	-08.65855	 9.509	 3602	269.10388	 48.35487
340.95541	+08.70548	 9.558	 7645	 77.65277	-42.67353
204.62387	-10.70417	 9.595	 6700	321.28354	 50.48322
220.12518	-53.08181	 9.556	 4728	319.00592	  6.35216
036.50204	+39.47092	 9.539	 4865	142.14735	-19.84606
170.68265	-07.67625	 9.527	 7357	268.08762	 49.10017
038.58335	+32.42944	 9.575	 4702	146.90178	-25.60870
085.16228	-70.75330	 9.605	 4497	281.36618	-31.31071
279.47687	+17.53386	 9.631	 4500	 47.22287	 10.80392
331.20551	-64.04684	 9.568	 2943	327.00266	-44.50849
013.03729	-02.21844	 9.561	 3878	123.35369	-65.08956
051.73548	+68.58124	 9.066	 1940	136.38492	  9.87353
115.99269	-38.56695	 9.605	 5928	252.79642	 -7.24785
210.85356	-06.06910	 9.486	 2572	333.24802	 52.51406
284.21268	-63.16623	 9.647	 3908	332.69064	-24.60562
018.24973	-00.25244	 9.600	 5356	134.72202	-62.62955
047.32647	+42.97215	 9.605	 5659	148.08812	-13.06499
057.94149	+67.33501	 9.533	 5869	139.03270	 10.28923
242.57120	-60.95897	 9.619	 5604	324.82980	 -6.85094
133.15848	-02.60323	 9.635	 1631	230.32832	 25.33033
