#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-06T23:19:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-06T23:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/438/3465/table2&-out=IDpt,x,y,z&-out.max=999999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74383465
#Name: J/MNRAS/438/3465
#Title: Cosmic web filaments in the SDSS (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.438.3465T	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/438/3465	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74383465	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_438_3465_table2:
#Name: J/MNRAS/438/3465/table2
#Title: Filament points properties
#Column	IDpt	(I6)	[1/275599] Unique identification number for a filament point, shared for all filaments	[ucd=pos.distance]
#Column	x	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.x]
#Column	y	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.y]
#Column	z	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.z]
IDpt	x	y	z
 18418	  47.660	  38.574	  -2.609
 18419	  47.637	  38.425	  -2.127
 18420	  47.621	  38.274	  -1.649
 18421	  47.595	  38.100	  -1.181
 18422	  47.553	  37.921	  -0.716
 18423	  47.518	  37.774	  -0.234
 18424	  47.482	  37.654	   0.258
 18425	  47.400	  37.522	   0.736
 18426	  47.217	  37.343	   1.168
 18427	  46.980	  37.150	   1.580
 18428	  46.743	  36.963	   1.987
 18429	  46.539	  36.784	   2.407
 18430	  46.346	  36.608	   2.833
 18431	  46.188	  36.428	   3.283
 18432	  46.024	  36.250	   3.732
 18433	  26.800	 177.202	  81.251
 18434	  27.271	 177.051	  81.124
 18435	  27.736	 176.885	  80.989
 18436	  28.199	 176.748	  80.854
 18437	  28.658	 176.609	  80.708
 18438	  29.112	 176.454	  80.563
 18439	  29.568	 176.309	  80.405
 18440	  30.030	 176.154	  80.272
 18441	  30.509	 176.058	  80.263
 18442	  31.004	 175.990	  80.289
 18443	  31.504	 175.967	  80.363
 18444	  32.004	 175.931	  80.375
 18445	  32.499	 175.883	  80.433
 18446	  32.995	 175.833	  80.484
 18447	  33.491	 175.780	  80.517
 18448	  33.992	 175.741	  80.544
 18449	  34.489	 175.681	  80.573
 18450	  34.978	 175.625	  80.661
 18451	  35.452	 175.620	  80.842
 18452	  35.902	 175.671	  81.111
 18453	  36.328	 175.748	  81.419
 18454	  36.737	 175.783	  81.713
 18455	  37.155	 175.806	  81.988
 18456	  37.574	 175.814	  82.262
 18457	  38.012	 175.784	  82.512
 18458	  38.440	 175.773	  82.776
 18459	  38.844	 175.807	  83.063
 18460	  39.224	 175.926	  83.366
 18461	  39.598	 176.083	  83.661
 18462	  39.982	 176.254	  83.935
 18463	  40.362	 176.415	  84.219
 18464	  40.745	 176.554	  84.508
 18465	  41.134	 176.676	  84.798
 18466	  41.514	 176.802	  85.098
 18467	  41.881	 176.942	  85.412
 18468	  42.317	 177.121	  85.816
 18469	  42.566	 177.476	  86.114
 18470	 -11.982	 357.596	 -37.402
 18471	 -11.964	 357.087	 -37.382
 18472	 -11.959	 356.586	 -37.323
 18473	 -11.954	 356.091	 -37.232
 18474	 -11.925	 355.604	 -37.114
 18475	 -11.890	 355.122	 -36.980
 18476	 -11.861	 354.647	 -36.826
 18477	 -11.853	 354.177	 -36.656
 18478	 -11.846	 353.708	 -36.482
 18479	 -11.843	 353.242	 -36.300
 18480	 -11.829	 352.780	 -36.110
 18481	 -11.842	 352.317	 -35.919
 18482	 -11.866	 351.850	 -35.740
 18483	 -11.910	 351.370	 -35.594
 18484	 -11.912	 350.889	 -35.452
 18485	 -11.825	 350.465	 -35.150
 18486	 -92.996	 212.348	 -74.618
 18487	 -93.502	 212.141	 -74.236
 18488	 -93.764	 211.985	 -73.795
 18489	 -93.834	 211.867	 -73.312
 18490	 -93.927	 211.746	 -72.832
 18491	 -94.024	 211.650	 -72.350
 18492	 -94.112	 211.577	 -71.862
 18493	 -94.187	 211.510	 -71.372
 18494	 -94.256	 211.435	 -70.882
 18495	 -94.324	 211.360	 -70.392
 18496	 -94.389	 211.285	 -69.902
 18497	 -94.460	 211.224	 -69.411
 18498	 -94.541	 211.191	 -68.919
 18499	 -94.638	 211.204	 -68.425
 18500	 -94.738	 211.234	 -67.932
 18501	 -94.835	 211.252	 -67.438
 18502	 -94.928	 211.234	 -66.947
 18503	 -95.022	 211.202	 -66.457
 18504	 -95.128	 211.171	 -65.968
 18505	 -95.261	 211.160	 -65.486
 18506	 -95.419	 211.172	 -65.010
 18507	-104.554	 117.331	  26.568
 18508	-104.735	 117.392	  27.031
 18509	-104.921	 117.429	  27.497
 18510	-105.094	 117.475	  27.966
 18511	-105.242	 117.574	  28.431
 18512	-105.344	 117.731	  28.894
 18513	-105.425	 117.943	  29.343
 18514	-105.511	 118.179	  29.783
 18515	-105.614	 118.389	  30.230
 18516	-105.721	 118.542	  30.697
 18517	-105.809	 118.674	  31.173
 18518	-105.852	 118.836	  31.648
 18519	-105.857	 119.016	  32.118
 18520	-105.842	 119.191	  32.590
 18521	-105.836	 119.363	  33.060
 18522	-105.835	 119.541	  33.527
 18523	-105.831	 119.740	  33.986
 18524	-105.850	 119.962	  34.435
 18525	-105.884	 120.190	  34.880
 18526	-105.942	 120.405	  35.328
 18527	-105.998	 120.608	  35.782
 18528	-106.072	 120.801	  36.236
 18529	-106.170	 120.986	  36.690
 18530	-106.302	 121.156	  37.143
 18531	-106.448	 121.319	  37.594
 18532	-106.609	 121.469	  38.045
 18533	-106.779	 121.620	  38.491
 18534	-106.957	 121.765	  38.936
 18535	-107.136	 121.914	  39.378
 18536	-107.320	 122.057	  39.820
 18537	-107.515	 122.195	  40.260
 18538	-107.721	 122.331	  40.695
 18539	-107.914	 122.465	  41.137
 18540	-108.081	 122.601	  41.592
 18541	-108.221	 122.704	  42.066
 18542	-108.359	 122.768	  42.546
 18543	-108.516	 122.790	  43.022
 18544	-108.689	 122.800	  43.493
 18545	-108.883	 122.784	  43.953
 18546	-109.096	 122.727	  44.401
 18547	-109.323	 122.640	  44.841
 18548	-109.549	 122.536	  45.278
 18549	-109.773	 122.443	  45.718
 18550	-110.019	 122.382	  46.147
 18551	-110.305	 122.379	  46.556
 18552	-110.616	 122.440	  46.949
 18553	-110.942	 122.526	  47.328
 18554	-111.262	 122.615	  47.704
 18555	-111.579	 122.707	  48.081
 18556	-111.890	 122.810	  48.460
 18557	-112.195	 122.908	  48.844
 18558	-112.497	 122.995	  49.233
 18559	  81.048	 173.369	 -29.374
 18560	  81.512	 173.512	 -29.248
 18561	  81.970	 173.645	 -29.098
 18562	  82.424	 173.771	 -28.929
 18563	  82.883	 173.896	 -28.775
 18564	  83.343	 174.020	 -28.625
 18565	  83.804	 174.143	 -28.476
 18566	  84.260	 174.276	 -28.316
 18567	  84.719	 174.402	 -28.160
 18568	  85.181	 174.514	 -28.000
 18569	  85.651	 174.594	 -27.846
 18570	  86.126	 174.642	 -27.692
 18571	  86.606	 174.657	 -27.549
 18572	  87.090	 174.651	 -27.421
 18573	  87.578	 174.630	 -27.308
 18574	  88.065	 174.581	 -27.211
 18575	  88.551	 174.494	 -27.131
 18576	  89.034	 174.379	 -27.058
 18577	  89.510	 174.250	 -26.975
 18578	  89.978	 174.103	 -26.877
 18579	  90.439	 173.939	 -26.769
 18580	  90.897	 173.767	 -26.663
 18581	  91.357	 173.601	 -26.559
 18582	  91.822	 173.444	 -26.463
 18583	  92.283	 173.285	 -26.351
 18584	  92.739	 173.149	 -26.199
 18585	  93.176	 173.000	 -26.006
 18586	  93.600	 172.850	 -25.784
 18587	  94.016	 172.680	 -25.564
 18588	  94.435	 172.517	 -25.345
 18589	 -54.575	  65.149	 -20.793
 18590	 -54.832	  65.037	 -20.378
 18591	 -55.106	  64.922	 -19.976
 18592	 -55.389	  64.812	 -19.578
 18593	 -55.675	  64.707	 -19.182
 18594	 -55.962	  64.604	 -18.786
 18595	 -56.255	  64.500	 -18.393
 18596	 -56.561	  64.393	 -18.012
 18597	 -56.901	  64.289	 -17.653
 18598	 -57.300	  64.199	 -17.324
 18599	 -57.676	  64.127	 -16.976
 18600	 -58.001	  64.071	 -16.590
 18601	 -58.246	  64.022	 -16.157
 18602	 -58.483	  63.975	 -15.719
 18603	 -58.723	  63.930	 -15.282
 18604	 -58.954	  63.894	 -14.839
 18605	 -59.164	  63.867	 -14.386
 18606	 -59.335	  63.854	 -13.916
 18607	 -59.459	  63.857	 -13.430
 18608	 -59.549	  63.877	 -12.936
 18609	 -59.598	  63.920	 -12.433
 18610	 -59.621	  63.972	 -11.927
 18611	 -59.629	  64.028	 -11.420
 18612	 -59.666	  64.067	 -10.918
 18613	 -59.739	  64.106	 -10.422
 18614	 -59.843	  64.148	  -9.934
 18615	 -59.952	  64.200	  -9.448
 18616	 -60.075	  64.245	  -8.964
 18617	 -60.195	  64.281	  -8.480
 18618	 -60.314	  64.314	  -7.995
 18619	 -60.417	  64.367	  -7.508
 18620	 -60.523	  64.454	  -7.027
 18621	 -60.662	  64.591	  -6.566
 18622	 -60.831	  64.757	  -6.124
 18623	 -61.026	  64.943	  -5.698
 18624	 -61.216	  65.127	  -5.273
 18625	 -61.411	  65.308	  -4.849
 18626	 -61.601	  65.489	  -4.423
 18627	 -61.791	  65.674	  -3.999
 18628	 -61.985	  65.863	  -3.578
 18629	 -62.182	  66.051	  -3.158
 18630	 -62.384	  66.237	  -2.739
 18631	 -62.588	  66.422	  -2.321
 18632	 -62.789	  66.608	  -1.903
 18633	 -62.990	  66.795	  -1.485
 18634	 -62.989	  66.906	  -0.938
 18635	-148.955	 114.213	  25.922
 18636	-148.542	 114.450	  26.246
 18637	-148.280	 114.848	  26.404
 18638	-148.018	 115.256	  26.535
 18639	-147.745	 115.657	  26.664
 18640	-147.477	 116.072	  26.760
 18641	-147.237	 116.507	  26.834
 18642	-147.018	 116.960	  26.874
 18643	-146.812	 117.417	  26.912
 18644	-146.599	 117.866	  26.964
 18645	-146.380	 118.314	  27.013
 18646	-146.168	 118.765	  27.057
 18647	-145.972	 119.223	  27.094
 18648	-145.851	 119.707	  27.130
 18649	-145.782	 120.207	  27.173
 18650	-145.741	 120.718	  27.241
 18651	-145.692	 121.222	  27.298
 18652	-193.758	 185.938	 -83.062
 18653	-193.307	 186.151	 -83.021
 18654	-192.856	 186.375	 -83.022
 18655	-192.408	 186.610	 -83.034
 18656	-191.964	 186.853	 -83.010
 18657	-191.509	 187.057	 -82.953
 18658	-191.044	 187.228	 -82.880
 18659	-190.586	 187.400	 -82.763
 18660	-190.144	 187.586	 -82.598
 18661	-189.715	 187.775	 -82.392
 18662	-189.283	 187.946	 -82.202
 18663	-188.849	 188.119	 -82.022
 18664	-188.414	 188.294	 -81.847
 18665	-187.966	 188.459	 -81.700
 18666	-187.517	 188.649	 -81.585
 18667	-187.058	 188.843	 -81.525
 18668	-186.600	 189.050	 -81.486
 18669	-186.129	 189.217	 -81.443
 18670	-185.655	 189.377	 -81.398
 18671	-185.184	 189.538	 -81.335
 18672	 -85.665	 123.736	 -56.225
 18673	 -85.247	 123.512	 -56.067
 18674	 -84.830	 123.287	 -55.906
 18675	 -84.414	 123.060	 -55.746
 18676	 -84.004	 122.815	 -55.602
 18677	 -83.601	 122.553	 -55.455
 18678	 -83.204	 122.274	 -55.281
 18679	 -82.800	 121.996	 -55.189
 18680	 -82.394	 121.718	 -55.144
 18681	 -81.985	 121.431	 -55.137
 18682	 -81.579	 121.142	 -55.067
 18683	 -81.178	 120.853	 -54.983
 18684	 -80.777	 120.569	 -54.876
 18685	 -80.370	 120.289	 -54.797
 18686	 -79.958	 120.012	 -54.732
 18687	 -79.551	 119.722	 -54.711
 18688	 -79.151	 119.423	 -54.688
 18689	 -78.748	 119.125	 -54.684
 18690	 -78.339	 118.837	 -54.676
 18691	 -77.926	 118.556	 -54.651
 18692	 -77.515	 118.270	 -54.636
 18693	 -77.104	 117.984	 -54.632
 18694	 -76.699	 117.692	 -54.635
 18695	 -76.291	 117.402	 -54.638
 18696	 -75.884	 117.112	 -54.645
 18697	 -75.473	 116.829	 -54.690
 18698	 -75.053	 116.558	 -54.736
 18699	 -74.648	 116.270	 -54.756
 18700	 -74.266	 115.962	 -54.693
 18701	 -73.922	 115.611	 -54.593
 18702	 -73.594	 115.255	 -54.459
 18703	 -73.276	 114.887	 -54.338
 18704	 -72.961	 114.517	 -54.210
 18705	 -72.636	 114.151	 -54.103
 18706	 -72.283	 113.801	 -54.018
 18707	 -71.936	 113.445	 -53.927
 18708	 -71.619	 113.074	 -53.814
 18709	 -71.369	 112.670	 -53.650
 18710	 -71.157	 112.250	 -53.461
 18711	 -70.970	 111.818	 -53.272
 18712	 -70.770	 111.385	 -53.118
 18713	 -70.561	 110.950	 -52.979
 18714	 -70.374	 110.500	 -52.848
 18715	 -70.220	 110.046	 -52.692
 18716	 -70.095	 109.621	 -52.467
 18717	 -69.969	 109.249	 -52.160
 18718	 -69.831	 108.918	 -51.803
 18719	 -69.695	 108.580	 -51.455
 18720	 -69.556	 108.224	 -51.132
 18721	 -69.422	 107.854	 -50.820
 18722	 -69.293	 107.478	 -50.516
 18723	 -69.161	 107.086	 -50.234
 18724	 -68.989	 106.670	 -50.010
 18725	 -68.808	 106.208	 -49.870
 18726	 -68.684	 105.721	 -49.745
 18727	 -68.669	 105.208	 -49.603
 18728	 -74.101	  56.517	  -4.004
 18729	 -73.654	  56.520	  -3.770
 18730	 -73.202	  56.521	  -3.547
 18731	 -72.740	  56.539	  -3.358
 18732	 -72.272	  56.574	  -3.175
 18733	 -71.800	  56.599	  -3.002
 18734	 -71.331	  56.576	  -2.829
 18735	 -70.868	  56.497	  -2.658
 18736	 -70.412	  56.390	  -2.483
 18737	 -69.955	  56.285	  -2.308
 18738	 -69.497	  56.185	  -2.134
 18739	 -69.037	  56.084	  -1.964
 18740	 -68.579	  55.977	  -1.795
 18741	 -68.124	  55.858	  -1.623
 18742	 -67.673	  55.737	  -1.444
 18743	 -67.228	  55.610	  -1.256
 18744	 -66.790	  55.474	  -1.057
 18745	 -66.360	  55.322	  -0.850
 18746	 -65.938	  55.161	  -0.634
 18747	 -65.515	  55.008	  -0.415
 18748	 -65.094	  54.862	  -0.187
 18749	 -64.671	  54.729	   0.044
 18750	 -64.248	  54.599	   0.277
 18751	 -63.817	  54.473	   0.497
 18752	 -63.374	  54.342	   0.688
 18753	 -62.905	  54.215	   0.810
 18754	 -62.419	  54.085	   0.863
 18755	 -61.926	  53.956	   0.881
 18756	 -61.440	  53.824	   0.898
 18757	 -60.929	  53.671	   0.646
 18758	  51.227	 295.678	 101.412
 18759	  51.291	 295.727	 101.905
 18760	  51.366	 295.777	 102.398
 18761	  51.435	 295.860	 102.894
 18762	  51.473	 295.918	 103.397
 18763	  51.514	 295.916	 103.896
 18764	  51.545	 295.818	 104.385
 18765	  51.599	 295.667	 104.859
 18766	  51.619	 295.513	 105.336
 18767	  51.636	 295.356	 105.812
 18768	  51.663	 295.222	 106.296
 18769	  51.693	 295.137	 106.845
 18770	  51.755	 294.978	 107.350
 18771	  51.840	 294.744	 107.803
 18772	  51.961	 294.397	 108.143
 18773	  52.092	 294.048	 108.477
 18774	  52.235	 293.689	 108.798
 18775	  52.380	 293.339	 109.124
 18776	  52.534	 292.994	 109.452
 18777	  52.694	 292.646	 109.775
 18778	  52.840	 292.288	 110.093
 18779	  52.938	 291.908	 110.401
 18780	  52.992	 291.514	 110.706
 18781	  53.021	 291.110	 111.010
 18782	  53.033	 290.738	 111.347
 18783	  53.021	 290.371	 111.691
 18784	  52.984	 290.000	 112.030
 18785	  52.925	 289.595	 112.330
 18786	  52.846	 289.198	 112.629
 18787	  52.768	 288.807	 112.932
 18788	-144.356	 176.778	-107.141
 18789	-144.285	 176.668	-106.658
 18790	-144.221	 176.549	-106.176
 18791	-144.157	 176.425	-105.694
 18792	-144.097	 176.266	-105.211
 18793	-144.042	 176.089	-104.712
 18794	-144.008	 175.981	-104.209
 18795	-143.982	 175.975	-103.705
 18796	-143.963	 176.052	-103.211
 18797	-143.933	 176.131	-102.719
 18798	-143.890	 176.198	-102.225
 18799	-143.862	 176.229	-101.725
 18800	-143.803	 176.276	-101.228
 18801	-143.774	 176.356	-100.736
 18802	-143.751	 176.507	-100.260
 18803	-143.798	 176.673	 -99.788
 18804	-143.850	 176.838	 -99.316
 18805	-143.889	 176.979	 -98.837
 18806	-143.893	 177.100	 -98.348
 18807	-143.916	 177.227	 -97.863
 18808	-143.978	 177.366	 -97.387
 18809	-144.097	 177.521	 -96.926
 18810	-144.231	 177.664	 -96.462
 18811	-144.361	 177.782	 -95.992
 18812	-144.484	 177.885	 -95.514
 18813	-144.613	 177.982	 -95.039
 18814	-144.745	 178.086	 -94.566
 18815	-144.880	 178.223	 -94.105
 18816	-145.035	 178.415	 -93.672
 18817	-145.222	 178.677	 -93.284
 18818	-145.438	 178.974	 -92.934
 18819	-145.665	 179.283	 -92.602
 18820	-145.888	 179.580	 -92.264
 18821	-146.108	 179.867	 -91.918
 18822	-146.325	 180.146	 -91.562
 18823	-146.525	 180.458	 -91.200
 18824	-146.778	 180.695	 -90.839
 18825	-147.086	 180.968	 -90.538
 18826	-147.441	 181.248	 -90.300
 18827	-147.788	 181.617	 -90.121
 18828	-148.117	 181.958	 -89.941
 18829	-148.445	 182.291	 -89.759
 18830	-148.769	 182.632	 -89.581
 18831	-149.133	 182.935	 -89.418
 18832	-149.539	 183.177	 -89.257
 18833	-149.985	 183.369	 -89.113
 18834	-150.432	 183.546	 -88.966
 18835	-150.876	 183.728	 -88.826
 18836	-151.308	 183.925	 -88.669
 18837	-151.775	 184.067	 -88.538
 18838	-152.260	 184.175	 -88.414
 18839	-152.749	 184.274	 -88.285
 18840	-153.182	 184.412	 -88.041
 18841	-153.580	 184.539	 -87.720
 18842	-153.959	 184.619	 -87.356
 18843	-154.342	 184.683	 -87.038
 18844	-154.732	 184.734	 -86.728
 18845	-155.131	 184.755	 -86.426
 18846	-155.530	 184.761	 -86.122
 18847	-155.932	 184.745	 -85.821
 18848	-156.331	 184.730	 -85.519
 18849	-156.732	 184.708	 -85.221
 18850	-157.132	 184.691	 -84.921
 18851	-157.534	 184.675	 -84.624
 18852	-157.938	 184.662	 -84.330
 18853	-158.343	 184.649	 -84.036
 18854	-158.743	 184.632	 -83.737
 18855	-159.141	 184.610	 -83.435
 18856	-159.559	 184.607	 -83.159
 18857	-160.004	 184.632	 -82.918
 18858	  68.960	 204.702	-113.115
 18859	  68.834	 205.104	-112.838
 18860	  68.592	 205.353	-112.402
 18861	  68.280	 205.490	-111.912
 18862	  68.025	 205.636	-111.501
 18863	  67.771	 205.788	-111.096
 18864	  67.528	 205.935	-110.682
 18865	  67.280	 206.080	-110.272
 18866	  67.014	 206.228	-109.871
 18867	  66.774	 206.418	-109.478
 18868	  66.573	 206.688	-109.110
 18869	  66.457	 207.000	-108.732
 18870	  66.370	 207.324	-108.356
 18871	  66.301	 207.617	-107.955
 18872	  66.225	 207.906	-107.553
 18873	  66.123	 208.179	-107.147
 18874	  65.988	 208.441	-106.738
 18875	  65.880	 208.714	-106.333
 18876	  65.852	 209.019	-105.946
 18877	  65.927	 209.337	-105.565
 18878	  66.078	 209.750	-105.279
 18879	  66.251	 210.173	-105.022
 18880	  66.430	 210.624	-104.804
 18881	  66.592	 210.997	-104.510
 18882	  66.761	 211.361	-104.212
 18883	  66.928	 211.724	-103.910
 18884	  67.099	 212.072	-103.592
 18885	  67.280	 212.428	-103.284
 18886	  67.514	 212.778	-102.997
 18887	  67.828	 213.121	-102.754
 18888	-139.769	 192.751	  19.572
 18889	-139.528	 193.160	  19.410
 18890	-139.301	 193.581	  19.262
 18891	-139.084	 194.017	  19.140
 18892	-138.861	 194.451	  19.017
 18893	-138.634	 194.875	  18.873
 18894	-138.403	 195.294	  18.714
 18895	-138.167	 195.718	  18.557
 18896	-137.927	 196.162	  18.392
 18897	-137.700	 196.620	  18.280
 18898	-137.484	 197.081	  18.268
 18899	-137.276	 197.536	  18.330
 18900	-137.059	 197.985	  18.400
 18901	-136.831	 198.430	  18.459
 18902	-136.600	 198.866	  18.538
 18903	-136.363	 199.296	  18.632
 18904	-136.115	 199.718	  18.737
 18905	-135.872	 200.140	  18.854
 18906	-135.637	 200.564	  18.978
 18907	-135.419	 200.996	  19.104
 18908	-135.207	 201.429	  19.237
 18909	-135.006	 201.867	  19.372
 18910	-134.824	 202.311	  19.515
 18911	-134.676	 202.768	  19.668
 18912	-134.569	 203.240	  19.827
 18913	-134.491	 203.722	  19.988
 18914	-134.357	 204.182	  20.140
 18915	-134.137	 204.599	  20.288
 18916	  97.998	 262.355	-113.476
 18917	  98.222	 261.952	-113.284
 18918	  98.445	 261.553	-113.080
 18919	  98.669	 261.159	-112.869
 18920	  98.898	 260.769	-112.654
 18921	  99.137	 260.391	-112.430
 18922	  99.393	 260.035	-112.190
 18923	  99.669	 259.704	-111.931
 18924	  99.939	 259.395	-111.642
 18925	 100.202	 259.110	-111.326
 18926	 100.452	 258.842	-110.983
 18927	 100.706	 258.587	-110.634
 18928	 100.955	 258.317	-110.295
 18929	 101.211	 258.036	-109.970
 18930	 101.512	 257.743	-109.684
 18931	 101.817	 257.460	-109.395
 18932	 102.103	 257.191	-109.081
 18933	 102.350	 256.971	-108.706
 18934	 102.576	 256.764	-108.310
 18935	 102.798	 256.557	-107.910
 18936	 103.015	 256.334	-107.515
 18937	 103.251	 256.120	-107.129
 18938	 103.507	 255.923	-106.744
 18939	 103.763	 255.724	-106.359
 18940	 104.029	 255.503	-105.996
 18941	 104.321	 255.252	-105.677
 18942	 104.650	 254.982	-105.410
 18943	 105.006	 254.704	-105.179
 18944	 105.367	 254.430	-104.959
 18945	 105.720	 254.157	-104.732
 18946	 106.067	 253.882	-104.499
 18947	 106.406	 253.611	-104.250
 18948	 106.759	 253.325	-104.039
 18949	 107.111	 253.021	-103.848
 18950	 107.458	 252.702	-103.668
 18951	 107.784	 252.396	-103.440
 18952	 108.111	 252.130	-103.171
 18953	 108.452	 251.894	-102.888
 18954	 108.807	 251.673	-102.611
 18955	 109.167	 251.438	-102.355
 18956	 109.530	 251.198	-102.109
 18957	 -91.347	  55.372	  15.925
 18958	 -91.365	  56.033	  15.867
 18959	 -91.248	  56.512	  15.994
 18960	 -91.088	  56.974	  16.094
 18961	 -90.864	  57.420	  16.135
 18962	 -90.617	  57.855	  16.169
 18963	 -90.359	  58.291	  16.191
 18964	 -90.071	  58.730	  16.224
 18965	 -89.797	  59.165	  16.288
 18966	 -89.571	  59.643	  16.313
 18967	 -89.358	  60.117	  16.358
 18968	 -89.147	  60.575	  16.448
 18969	 -88.924	  60.971	  16.664
 18970	 -88.735	  61.357	  16.924
 18971	 -88.549	  61.727	  17.208
 18972	 -88.354	  62.099	  17.480
 18973	 -88.159	  62.480	  17.739
 18974	 -87.956	  62.876	  17.980
 18975	 -87.740	  63.259	  18.231
 18976	 -87.510	  63.599	  18.519
 18977	 -87.281	  63.882	  18.862
 18978	 -87.066	  64.136	  19.236
 18979	 -86.859	  64.378	  19.622
 18980	 -86.658	  64.617	  20.012
 18981	 -86.459	  64.855	  20.404
 18982	 -86.261	  65.097	  20.795
 18983	 -86.064	  65.337	  21.190
 18984	 -85.850	  65.570	  21.577
 18985	 -85.593	  65.785	  21.949
 18986	 -85.297	  65.981	  22.305
 18987	 -84.973	  66.147	  22.655
 18988	 -84.640	  66.285	  23.010
 18989	 -84.302	  66.412	  23.366
 18990	 -83.968	  66.545	  23.719
 18991	 -83.653	  66.697	  24.077
 18992	  36.825	  52.571	  42.901
 18993	  36.676	  52.806	  43.268
 18994	  36.436	  52.957	  43.680
 18995	  36.087	  53.014	  44.132
 18996	  35.864	  53.178	  44.554
 18997	  35.638	  53.330	  44.990
 18998	  35.393	  53.466	  45.448
 18999	  35.141	  53.621	  45.913
 19000	  34.904	  53.883	  46.287
 19001	  34.693	  54.239	  46.574
 19002	  34.489	  54.633	  46.810
 19003	  34.264	  55.006	  47.057
 19004	  34.023	  55.380	  47.287
 19005	  33.781	  55.765	  47.501
 19006	  33.563	  56.164	  47.722
 19007	  33.354	  56.552	  47.980
 19008	  33.112	  56.928	  48.214
 19009	  32.810	  57.284	  48.384
 19010	  32.448	  57.619	  48.475
 19011	  32.084	  57.961	  48.533
 19012	  31.749	  58.333	  48.603
 19013	  31.428	  58.719	  48.669
 19014	  31.096	  59.105	  48.720
 19015	  30.752	  59.471	  48.792
 19016	  30.418	  59.824	  48.923
 19017	  30.096	  60.157	  49.109
 19018	  29.787	  60.483	  49.329
 19019	  29.492	  60.811	  49.565
 19020	  29.195	  61.142	  49.796
 19021	  28.897	  61.468	  50.030
 19022	  28.609	  61.781	  50.291
 19023	  28.332	  62.084	  50.577
 19024	  28.070	  62.380	  50.884
 19025	  27.814	  62.683	  51.190
 19026	  27.561	  62.988	  51.495
 19027	  27.312	  63.304	  51.792
 19028	  27.072	  63.634	  52.082
 19029	  26.842	  63.975	  52.368
 19030	  26.608	  64.321	  52.644
 19031	  26.354	  64.665	  52.903
 19032	  26.084	  65.009	  53.147
 19033	  25.809	  65.350	  53.388
 19034	  25.536	  65.692	  53.630
 19035	  25.261	  66.035	  53.868
 19036	  24.982	  66.385	  54.093
 19037	  24.730	  66.748	  54.326
 19038	  24.544	  67.126	  54.594
 19039	  24.424	  67.511	  54.901
 19040	  24.339	  67.895	  55.226
 19041	  24.250	  68.275	  55.545
 19042	  24.161	  68.655	  55.858
 19043	  24.071	  69.034	  56.172
 19044	  23.977	  69.407	  56.493
 19045	  23.886	  69.792	  56.798
 19046	  23.797	  70.193	  57.086
 19047	 329.497	 279.523	  72.598
 19048	 329.137	 279.550	  72.966
 19049	 328.860	 279.571	  73.400
 19050	 328.613	 279.554	  73.848
 19051	 328.338	 279.521	  74.276
 19052	 328.020	 279.444	  74.659
 19053	 327.697	 279.339	  75.029
 19054	 327.376	 279.190	  75.383
 19055	 327.060	 279.008	  75.725
 19056	 326.753	 278.813	  76.068
 19057	 326.444	 278.621	  76.411
 19058	 326.134	 278.431	  76.755
 19059	 325.828	 278.242	  77.104
 19060	 325.540	 278.049	  77.464
 19061	 325.273	 277.853	  77.839
 19062	 325.027	 277.651	  78.225
 19063	 324.808	 277.442	  78.622
 19064	 324.634	 277.234	  79.042
 19065	 324.488	 277.031	  79.476
 19066	 324.349	 276.845	  79.919
 19067	 324.201	 276.664	  80.362
 19068	 324.059	 276.494	  80.811
 19069	 323.922	 276.336	  81.268
 19070	 323.764	 276.190	  81.723
 19071	 323.555	 276.052	  82.156
 19072	 323.295	 275.919	  82.565
 19073	 323.001	 275.791	  82.955
